search URL:,https://patents.google.com/?q=%28%28AB%253d%28%22carbon+capture%22%29+OR+AB%253d%28%22carbon+dioxide%2Acapture%22%29+OR+AB%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+AB%253d%28%22CO2+capture%22%29+OR+AB%253d%28%22carbon%2Aseparat%2A%22%29+OR+AB%253d%28%22CO2+separat%2A%22%29+OR+AB%253d%28%22captur%2A+carbon+dioxide%22%29+OR+AB%253d%28%22captur%2A+CO2%22%29+OR+AB%253d%28%22separat%2A+carbon+dioxide%22%29+OR+AB%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+AB%253d%28%22compress%2A+carbon+dioxide%22%29+OR+AB%253d%28%22carbon%2Aabsor%2A%22%29+OR+AB%253d%28%22CO2+absor%2A%22%29+OR+AB%253d%28%22carbon%2Acompress%2A%22%29+OR+AB%253d%28%22CO2+compress%2A%22%29+OR+%28%28AB%253d%28%22solvent+regenerat%2A%22%29+OR+AB%253d%28%22solvent+recover%2A%22%29%29+AND+AB%253d%28%22carbon%22%29%29%29++OR++%28TI%253d%28%22carbon+capture%22%29+OR+TI%253d%28%22carbon+dioxide%2Acapture%22%29+OR+TI%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+TI%253d%28%22CO2+capture%22%29+OR+TI%253d%28%22carbon%2Aseparat%2A%22%29+OR+TI%253d%28%22CO2+separat%2A%22%29+OR+TI%253d%28%22captur%2A+carbon+dioxide%22%29+OR+TI%253d%28%22captur%2A+CO2%22%29+OR+TI%253d%28%22separat%2A+carbon+dioxide%22%29+OR+TI%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+TI%253d%28%22compress%2A+carbon+dioxide%22%29+OR+TI%253d%28%22carbon%2Aabsor%2A%22%29+OR+TI%253d%28%22CO2+absor%2A%22%29+OR+TI%253d%28%22carbon%2Acompress%2A%22%29+OR+TI%253d%28%22CO2+compress%2A%22%29+OR+%28%28TI%253d%28%22solvent+regenerat%2A%22%29+OR+TI%253d%28%22solvent+recover%2A%22%29%29+AND+TI%253d%28%22carbon%22%29%29%29%29&before=priority:20160101&after=priority:19800101&status=GRANT&type=PATENT&language=ENGLISH&dups=language&num=100
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-101735017-B,Method for refining borneol by utilizing supercritical CO2 fluid ,华南理工大学,"朱宝璋, 冯志豪",2009-10-30,2009-10-30,2013-01-09,2013-01-09,https://patents.google.com/patent/CN101735017B/en,https://patentimages.storage.googleapis.com/60/62/69/37cb54dd4c25ef/H200910193534XE00011.png
CN-103373705-B,Method and device for improving grade of medium-and-low-temperature solar thermal power and integrally separating CO2 ,中国科学院工程热物理研究所,"张娜, 李元媛",2012-04-17,2012-04-17,2015-03-25,2015-03-25,https://patents.google.com/patent/CN103373705B/en,
CN-102600715-B,Method for absorbing carbon dioxide by using mixed solution containing ionic liquid ,北京化工大学,"雷志刚, 韩敬莉, 代成娜, 张本凤, 乞晓曦, 陈标华",2012-03-30,2012-03-30,2014-12-03,2014-12-03,https://patents.google.com/patent/CN102600715B/en,
ES-2781448-T3,Methods and devices for the desulfurization of a gas mixture with a pressure swing adsorption process ,Green Vision Holding Bv,"Anton Scholten, Gerard Westendorp",2015-04-23,2016-04-18,2020-09-02,2020-09-02,https://patents.google.com/patent/ES2781448T3/en,
CN-102218342-B,Preparation method of high efficient sulfonated carbon solid acid catalyst ,华东理工大学,"任家文, 彭倩, 王艳芹, 卢冠忠, 郭杨龙, 郭耘, 刘晓晖, 张志刚, 王筠松, 龚学庆",2011-04-02,2011-04-02,2013-11-13,2013-11-13,https://patents.google.com/patent/CN102218342B/en,https://patentimages.storage.googleapis.com/63/ce/b7/30234065b95752/HSA00000466651900011.png
ES-2555457-T3,Procedure to remove oxygenated contaminants from an ethylene stream ,"Total Research & Technology Feluy, Ifp Énergies Nouvelles","Babua DAS, Manuela Arratia, Catherine BOUTROT",2011-07-28,2012-07-13,2016-01-04,2016-01-04,https://patents.google.com/patent/ES2555457T3/en,
CN-101664422-B,"Supercritical fluid extract technology of ganoderma volatile oil, ganodenic acid and ganoderma polysaccharide ",长沙湘蕈生物科技有限公司,"喻桃生, 夏志兰",2009-09-18,2009-09-18,2011-07-20,2011-07-20,https://patents.google.com/patent/CN101664422B/en,
AU-2014216630-B2,Process for floating liquified natural gas pretreatment ,Uop Llc,"Shain Doong, Mark Schott, Lubo Zhou",2013-02-14,2014-02-04,2017-08-03,2017-08-03,https://patents.google.com/patent/AU2014216630B2/en,
CN-103275754-B,Method for separating liquefied heavy oil and asphalt substrate from direct coal liquefaction residues ,"神华集团有限责任公司, 中国神华煤制油化工有限公司, 中国神华煤制油化工有限公司上海研究院","李克健, 章序文, 程时富, 武天翔",2013-05-30,2013-05-30,2015-06-10,2015-06-10,https://patents.google.com/patent/CN103275754B/en,
CN-103028353-B,Degradable gas hydrate accelerant and preparation method thereof ,常州大学,"王树立, 张琳, 周诗岽, 李恩田, 马维俊",2012-12-14,2012-12-14,2015-02-04,2015-02-04,https://patents.google.com/patent/CN103028353B/en,
CN-203618455-U,Household LED plant cultivation device ,中国计量学院,"岑益超, 毕凯, 余桂英, 姚芦鹬, 王毅, 王志强, 胡兴",2013-12-20,2013-12-20,2014-06-04,2014-06-04,https://patents.google.com/patent/CN203618455U/en,https://patentimages.storage.googleapis.com/00/89/0b/74d6f6623379fc/HDA0000443234170000011.png
CN-105348071-B,One class is based on the preparation method and applications of the discrete type metal organic nanotube that tetraphenyl ethylene derivative is constructed ,大连理工大学,"段春迎, 周振, 杨璐, 何成",2015-09-29,2015-09-29,2017-06-27,2017-06-27,https://patents.google.com/patent/CN105348071B/en,
KR-101746561-B1,Carbon dioxide absorbents and method for regenerating of carbon dioxide absorbents ,광주과학기술원,"박지웅, 라자마닉캄 라마찬드란, 김형수",2015-06-24,2015-06-24,2017-06-13,2017-06-13,https://patents.google.com/patent/KR101746561B1/en,https://patentimages.storage.googleapis.com/c3/fc/b7/974b1759203e9d/112015061067112-pat00002.png
CN-205252827-U,Particulate matter active carbon absorption tower ,福建省庆鸿节能环保有限公司,谢忱,2015-11-03,2015-11-03,2016-05-25,2016-05-25,https://patents.google.com/patent/CN205252827U/en,
CN-102874760-B,Potassium superoxide air regenerating device for emergent risk avoiding under coal mines ,中国中煤能源集团有限公司,"胡维淳, 王云泉, 管增伦, 牛敏乐, 刘昕, 田敬秋, 杨云",2012-09-11,2012-09-11,2014-10-22,2014-10-22,https://patents.google.com/patent/CN102874760B/en,
CN-205055811-U,Domestic waste biological deodorization system ,中建材（合肥）环境与资源科技有限公司,"邓飞飞, 毛志伟, 程群, 甘昊, 曹宗平",2015-09-15,2015-09-15,2016-03-02,2016-03-02,https://patents.google.com/patent/CN205055811U/en,
CN-205138941-U,Experimental device for heterogeneous attitude CO2 adsorbs desorption to big rock specimen ,重庆大学,"赵瑜, 何力, 何鹏飞, 陈宇超, 陈海林, 王超林, 胡波, 沈维克",2015-11-24,2015-11-24,2016-04-06,2016-04-06,https://patents.google.com/patent/CN205138941U/en,
CN-103017151-B,Oxygen-enriched combustion W-shaped flame boiler system and combustion process thereof ,上海锅炉厂有限公司,"闫凯, 马胜, 张建文, 乌晓江",2012-12-11,2012-12-11,2015-04-08,2015-04-08,https://patents.google.com/patent/CN103017151B/en,
CN-103453542-B,Power plant carbon and oxygen circulation utilization device and process of device ,程礼华,程礼华,2013-09-03,2013-09-03,2015-07-15,2015-07-15,https://patents.google.com/patent/CN103453542B/en,
CN-103224835-B,Method for extraction of unsaturated fatty acid from oil-containing microalgae and preparation of aviation fuels ,北京航空航天大学,"杨晓奕, 丁水汀, 赵兵伟, 李娅, 王鑫, 刘子钰",2013-04-17,2013-04-17,2014-12-17,2014-12-17,https://patents.google.com/patent/CN103224835B/en,
CA-2957768-C,Diamine having tert-alkylamino group and primary amino group for use in gas scrubbing ,"Basf Se, Thomas Ingram, Marion DA SILVA, Georg Sieder","Thomas Ingram, Marion DA SILVA, Georg Sieder",2014-08-25,2015-08-20,2022-09-27,2022-09-27,https://patents.google.com/patent/CA2957768C/en,
CN-103071449-B,Preparation method and application of amino-functionalized mesoporous alumina-based bifunctional adsorbent ,武汉理工大学,"蔡卫权, 谈立君, 余家国, 程蓓, 弗朗西斯·沃波特",2013-02-01,2013-02-01,2014-10-01,2014-10-01,https://patents.google.com/patent/CN103071449B/en,
US-9447996-B2,Carbon dioxide removal system using absorption refrigeration ,General Electric Technology Gmbh,Sanjay Kumar Dube,2013-01-15,2013-01-15,2016-09-20,2016-09-20,https://patents.google.com/patent/US9447996B2/en,https://patentimages.storage.googleapis.com/e9/95/21/de04967e189b1b/US09447996-20160920-D00000.png
CN-103031039-B,Carbon nanotube epoxy resin static conductive coating material and fabrication method thereof ,湖南威尔斯化学工业有限公司,"杨含春, 曾繁涤",2012-12-26,2012-12-26,2015-01-07,2015-01-07,https://patents.google.com/patent/CN103031039B/en,
CN-101691320-B,Device for purifying and recycling methane and carbon dioxide from landfill gas ,清华大学,"王伟, 邓舟, 夏洲, 胡益铭, 田玲",2009-10-14,2009-10-14,2013-03-27,2013-03-27,https://patents.google.com/patent/CN101691320B/en,https://patentimages.storage.googleapis.com/76/b7/4e/bf4aacc53be822/H200910093603XE00011.png
CN-102453515-B,Inferior heavy oil contact cracking-gasification-regeneration combined method ,"中国石油化工股份有限公司, 中国石油化工股份有限公司石油化工科学研究院","张书红, 王子军, 李延军, 汪燮卿",2010-10-26,2010-10-26,2014-07-02,2014-07-02,https://patents.google.com/patent/CN102453515B/en,https://patentimages.storage.googleapis.com/24/ef/e0/2eec86cee365a9/HSA00000318003400011.png
CN-102078742-B,Low-temperature methanol washing method for low-pressure raw gas ,大连理工大学,"张述伟, 俞裕国, 王长英, 管凤宝, 曲平, 杜亚明, 李燕",2010-11-26,2010-11-26,2013-08-28,2013-08-28,https://patents.google.com/patent/CN102078742B/en,https://patentimages.storage.googleapis.com/db/08/0d/87d97404b2e695/HSA00000371542500011.png
CN-102199710-B,Method for extracting and separating nickel and molybdenum from nickel-molybdenum-containing coal gangue ,"中南大学, 缪加坦, 朱和平","霍广生, 缪加坦, 朱和平",2011-05-06,2011-05-06,2012-10-03,2012-10-03,https://patents.google.com/patent/CN102199710B/en,
ES-2698074-T3,Operation procedure of a CFB oxy-fuel boiler ,Sumitomo SHI FW Energia Oy,"Reijo Kuivalainen, Timo Eriksson, Arto Hotta",2011-02-04,2012-02-01,2019-01-30,2019-01-30,https://patents.google.com/patent/ES2698074T3/en,
CN-102586610-B,Cleaner production process for synchronously extracting vanadium and aluminum from aluminothermic vanadium iron slag ,河北钢铁股份有限公司承德分公司,"高明磊, 陈东辉, 石立新, 祁健, 周冰晶, 林龙江",2012-03-19,2012-03-19,2013-07-31,2013-07-31,https://patents.google.com/patent/CN102586610B/en,https://patentimages.storage.googleapis.com/9f/f8/6c/f745f9799a9fe9/120319164327.png
CN-101993256-B,Method for preparing agricultural potassium sulfate from potassium-rich rock ,中国地质大学（北京）,"马鸿文, 刘梅堂, 刘晓婷",2009-08-13,2009-08-13,2013-01-02,2013-01-02,https://patents.google.com/patent/CN101993256B/en,
CN-101671322-B,Method for separating and purifying andrograholide ,合肥工业大学,"张文成, 潘见, 谢慧明",2009-09-30,2009-09-30,2012-02-29,2012-02-29,https://patents.google.com/patent/CN101671322B/en,
CN-101759210-B,Method for extracting high purity alumina and silica gel from coal ash ,马昱昭,马昱昭,2010-01-18,2010-01-18,2012-12-05,2012-12-05,https://patents.google.com/patent/CN101759210B/en,https://patentimages.storage.googleapis.com/67/57/77/0b8ca2dd2f5187/H2010100137491E00012.png
CN-102134519-B,Combined process for natural gas desulfurization with high resource utilization ratio and good environmental protection effect ,上海寰球石油化学工程有限公司,"毕永胜, 石仙罗, 张强, 郁正容, 赵麦玲, 邓涛, 吴永霞, 张洁, 周家贤",2010-01-22,2010-01-22,2013-07-31,2013-07-31,https://patents.google.com/patent/CN102134519B/en,https://patentimages.storage.googleapis.com/ec/60/d0/bafc92650dc5fb/H2010100231506E00011.png
CN-102531835-B,Method for synthesizing methanol through low-carbon technology ,陕西延长石油（集团）有限责任公司,"沈浩, 张积耀, 袁定雄, 李大鹏, 王香增, 王思晨, 王昌瑞, 李成义, 高瑞民, 段文杰",2010-04-20,2010-04-20,2014-06-11,2014-06-11,https://patents.google.com/patent/CN102531835B/en,https://patentimages.storage.googleapis.com/35/8b/2d/f4e13b82331bb3/100420164903.png
CN-101839638-B,Heat accumulating and preheating combined heating method of slag-drip high-temperature silicon steel plate blank heating furnace ,北京首钢国际工程技术有限公司,"李春生, 陈迪安, 高文葆, 王惠家, 蹇军强, 吴文溪, 李冰, 余威, 刘志民, 苗为人, 戚开民, 麻卫平, 曹恒, 曹彦宏",2010-04-29,2010-04-29,2012-11-14,2012-11-14,https://patents.google.com/patent/CN101839638B/en,https://patentimages.storage.googleapis.com/6e/d5/77/090879f3fbb0e8/HSA00000105908300011.png
CN-101838199-B,Pleuromutilin solvent extraction process ,西南大学,"胡昌华, 张翔, 邹祥",2010-05-21,2010-05-21,2013-01-30,2013-01-30,https://patents.google.com/patent/CN101838199B/en,https://patentimages.storage.googleapis.com/b8/2f/7b/7628860d1fc32d/HSA00000136014100022.png
CN-102230881-B,Apparatus and method for supercritical water oxidation based on-line detection of water quality total organic carbon content ,浙江省计量科学研究院,"裘越, 张辉, 夏信群, 林桢, 张潇",2011-04-08,2011-04-08,2012-10-03,2012-10-03,https://patents.google.com/patent/CN102230881B/en,https://patentimages.storage.googleapis.com/81/c9/67/6df750a79cc1de/110408153943.png
AU-2011242411-B2,A process and plant for removing acid gases ,Kc8 Capture Technologies Ltd,"Clare Anderson, Kohei Endo, Barry Hooper, Sandra Elizabeth Kentish, Geoffrey Stevens",2010-04-23,2011-04-21,2012-09-06,2012-09-06,https://patents.google.com/patent/AU2011242411B2/en,
CA-2797197-C,A process and plant for removing acid gases ,"Co2Crc Technologies Pty Ltd, Kohei Endo, Geoffrey Stevens, Barry Hooper, Sandra Elizabeth Kentish, Clare Anderson, Uno Technology Pty Ltd, Kc8 Capture Technologies Ltd","Kohei Endo, Geoffrey Stevens, Barry Hooper, Sandra Elizabeth Kentish, Clare Anderson",2010-04-23,2011-04-21,2019-01-15,2019-01-15,https://patents.google.com/patent/CA2797197C/en,
CN-102849988-B,Modified asphalt concrete for purifying air ,长安大学,"王朝辉, 李彦伟, 王鹏, 杨露, 赵永祯, 杜群乐, 胡素敏, 王选仓",2012-09-29,2012-09-29,2014-04-09,2014-04-09,https://patents.google.com/patent/CN102849988B/en,
US-9610536-B2,Recirculated-suspension pre-calciner system ,Industrial Technology Research Institute,"Wei-Cheng Chen, Wan-Hsia LIU, Chin-Ming Huang, Shoung OUYANG, Heng-Wen HSU",2011-12-23,2012-08-20,2017-04-04,2017-04-04,https://patents.google.com/patent/US9610536B2/en,https://patentimages.storage.googleapis.com/45/71/1a/e888a13039dc10/US09610536-20170404-D00000.png
US-9757682-B2,Process and plant for removing acid gases ,Uno Technology Pty Ltd,"Kohei Endo, Geoffrey Stevens, Barry Hooper, Sandra Elizabeth Kentish, Clare Anderson",2010-04-23,2011-04-21,2017-09-12,2017-09-12,https://patents.google.com/patent/US9757682B2/en,https://patentimages.storage.googleapis.com/e6/c4/8b/f279a1c79454ee/US09757682-20170912-D00000.png
CN-103290158-B,Method for realizing dephosphorization of olitic high-phosphorus iron ore by use of biomass charcoal ,北京科技大学,"唐惠庆, 马龙, 范立强, 郭占成",2013-05-29,2013-05-29,2015-02-25,2015-02-25,https://patents.google.com/patent/CN103290158B/en,
CA-2890872-C,Device and method for maintaining an air conditioner ,"Avl Ditest Gmbh, Peter Kerschenbauer",Peter Kerschenbauer,2014-05-12,2015-05-11,2017-06-27,2017-06-27,https://patents.google.com/patent/CA2890872C/en,
CA-2843645-C,Plasma arc furnace and applications ,"Stephen L. Cunningham, Martin A. Stuart","Stephen L. Cunningham, Martin A. Stuart",2011-08-04,2012-08-03,2019-07-30,2019-07-30,https://patents.google.com/patent/CA2843645C/en,
US-8822734-B2,Single solvent gas expanded hydroformylation process ,The University Of Kansas,"Bala Subramaniam, Raghunath V. Chaudhari, Bibhas Sarkar",2011-03-04,2012-02-14,2014-09-02,2014-09-02,https://patents.google.com/patent/US8822734B2/en,https://patentimages.storage.googleapis.com/b7/7a/4e/b7313e790102cf/US08822734-20140902-D00001.png
KR-101772254-B1,Single solvent gas expanded hydroformylation process ,더  유니버시티 오브 캔사스,"발라 수브라매니암, 라구나트 브이. 차우다리, 비브하스 사르카르",2011-03-04,2012-02-14,2017-08-28,2017-08-28,https://patents.google.com/patent/KR101772254B1/en,https://patentimages.storage.googleapis.com/d6/77/ea/66ed1aca1b0844/112013089513880-pct00001.png
ES-2604311-B1,PROCEDURE FOR RECOVERY OF INORGANIC FIBERS AT ENVIRONMENTAL TEMPERATURE IN FIBER-RESIN COMPOSITE MATERIALS ,Universidad De Alicante,"Agustín BUENO LÓPEZ, Dolores LOZANO CASTELLÓ, Francisco PERUCHO SÁNCHEZ",2015-08-06,2015-08-06,2017-12-18,2017-12-18,https://patents.google.com/patent/ES2604311B1/en,
CN-103131490-B,Technology of coke oven gas for methane production ,中国科学院大连化学物理研究所,"王树东, 王胜, 李德伏",2011-12-02,2011-12-02,2014-09-17,2014-09-17,https://patents.google.com/patent/CN103131490B/en,
CN-102992351-B,Method and device for purifying ammonia recovered from coal chemical industry wastewater ,青岛科技大学,"盖恒军, 黄辉华, 杨富翔, 国洪跃, 朱艳红",2012-11-05,2012-11-05,2014-05-28,2014-05-28,https://patents.google.com/patent/CN102992351B/en,
CN-103146647-B,Method for culturing mesenchymal stem cell in vitro ,中国人民解放军第三军医大学第二附属医院,"李忠俊, 叶兴德, 邓小军, 冉茜, 相丽欣",2013-03-26,2013-03-26,2014-11-05,2014-11-05,https://patents.google.com/patent/CN103146647B/en,
CN-103382425-B,Mixed strain fermented beer beverage and its preparation method ,"广州南沙珠江啤酒有限公司, 广州珠江啤酒股份有限公司","田小群, 李惠萍, 涂京霞, 梁奋",2013-04-10,2013-04-10,2014-06-04,2014-06-04,https://patents.google.com/patent/CN103382425B/en,
DK-2197566-T3,Process and plant for regenerating an amine-containing washing solution arising from the purification of gases ,Mt Biomethan Gmbh,Lothar Guenther,2007-10-09,2008-08-12,2012-08-20,2012-08-20,https://patents.google.com/patent/DK2197566T3/en,
AT-E555842-T1,METHOD AND SYSTEM FOR REGENERATING AN AMINE-CONTAINING WASHING SOLUTION RESULTING FROM THE PURIFICATION OF GASES ,Mt Biomethan Gmbh,Lothar Guenther,2007-10-09,2008-08-12,2012-05-15,2012-05-15,https://patents.google.com/patent/ATE555842T1/en,
CN-102806405-B,Domestic 08Ni3DR steel thin multi-pass welding process ,武汉东海石化重型装备有限公司,李俊松,2011-05-31,2011-05-31,2015-01-07,2015-01-07,https://patents.google.com/patent/CN102806405B/en,
CN-102294185-B,"Gas preparation apparatus for preparing gas with imitative human exhaled air ratio and regulation of temperature/humidity, and method thereof ",哈尔滨工业大学,"戴景民, 崔学风",2011-06-28,2011-06-28,2013-06-05,2013-06-05,https://patents.google.com/patent/CN102294185B/en,https://patentimages.storage.googleapis.com/22/e5/5b/19884890c25dfa/HDA0000071863740000011.png
CN-102410908-B,Monitoring system of carbon dioxide geologic sequestration leakage ,北京市华云分析仪器研究所有限公司,"高程达, 崔鸿远, 柴卫东",2011-08-04,2011-08-04,2014-03-26,2014-03-26,https://patents.google.com/patent/CN102410908B/en,https://patentimages.storage.googleapis.com/5b/de/c4/9845adb0da66de/HDA0000081047870000011.png
CN-104334493-B,"Method for producing CO, H2, and methanol synthesis gas from a synthesis gas, in particular from acetylene off gas ",林德股份公司,T·特罗特,2012-05-24,2013-05-08,2017-04-26,2017-04-26,https://patents.google.com/patent/CN104334493B/en,
CN-102580526-B,Photocatalysis reduction method and device for CO2 in flue gas in oxygen-enriched combustion power plant ,华中科技大学,"赵永椿, 熊卓, 张军营, 田冲, 郑楚光",2012-02-10,2012-02-10,2014-06-18,2014-06-18,https://patents.google.com/patent/CN102580526B/en,https://patentimages.storage.googleapis.com/d4/7d/53/6deae3e5059098/HDA0000135034840000011.png
CA-2873083-C,"Method for production of co, h2 and methanol-synthesis gas from a synthesis gas, in particular from acetylene off-gas ","Linde Aktiengesellschaft, Thomas Trott",Thomas Trott,2012-05-24,2013-05-08,2020-12-15,2020-12-15,https://patents.google.com/patent/CA2873083C/en,
